review_id,place_name,review_text,strata,translated_text,rating,original_language,raw_aspect,aspect_category,opinion_word,was_translated,sentiment,is_manglish,human_verified,annotation_notes,needs_review,qa_flags
ChdDSUhNMG9nS0VJQ0FnSUNLMmEtNHF3RRAB,Raihana One Bistro,"Very clean, convenient parking.",english,"very clean, convenient parking.",5,en,parking,price,convenient,False,Positive,NO,True,parking mapped to wrong category - likely ambiance; WRONG_CAT: parking → should be ambiance,True,"WRONG_CAT: ""parking"" → should be ambiance, got price"
ChdDSUhNMG9nS0VJQ0FnSUMtd01HSC13RRAB,Raihana One Bistro,servis very slow...,english,servis very slow.,3,en,servis,service,slow,False,Negative,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUM5MXFHRDlnRRAB,Raihana One Bistro,Much better than the average mamak and they accept card payments,english,much better than the average mamak and they accept card payments,5,en,mamak,food,accept,False,Positive,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUM5MXFHRDlnRRAB,Raihana One Bistro,Much better than the average mamak and they accept card payments,english,much better than the average mamak and they accept card payments,5,en,mamak,food,average,False,Negative,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUM5MXFHRDlnRRAB,Raihana One Bistro,Much better than the average mamak and they accept card payments,english,much better than the average mamak and they accept card payments,5,en,mamak,overall,accept,False,Positive,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUM5MXFHRDlnRRAB,Raihana One Bistro,Much better than the average mamak and they accept card payments,english,much better than the average mamak and they accept card payments,5,en,mamak,food,better,False,Positive,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUM5MXFHRDlnRRAB,Raihana One Bistro,Much better than the average mamak and they accept card payments,english,much better than the average mamak and they accept card payments,5,en,mamak,overall,better,False,Positive,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUQ3eE5mYlhBEAE,Raihana One Bistro,Food is ok I enjoyed  but worker not updated with dish   what they have  owner must take class for them,english,food is ok i enjoyed but worker not updated with dish what they have owner must take class for them,1,en,,,,False,Negative,NO,True,,False,NULL_PAIR: no extraction — manually identify missed aspect/opinion
ChZDSUhNMG9nS0VJQ0FnSUNCa3ZPM0NBEAE,Raihana One Bistro,Need more payment option,english,need more payment option,1,en,payment option,price,more,False,Negative,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUNHeWFtWjNnRRAB,Raihana One Bistro,Good food n clean reataurant,english,good food n clean reataurant,4,en,reataurant,other,clean,False,Positive,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUNHeWFtWjNnRRAB,Raihana One Bistro,Good food n clean reataurant,english,good food n clean reataurant,4,en,food,food,good,False,Positive,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUN5czhUSmlnRRAB,Raihana One Bistro,Good taste for food. But expect higher prices on the food n drinks. A pc of Fried Chicken price equal to almost a pc of mcDonald ayam goreng. Early morning staffs' body odor were very stinging. Hope the supervisor can advise the staff to apply some deodorant. It surely ruins appetites.,english,good taste for food. but expect higher prices on the food n drinks. a pc of fried chicken price equal to almost a pc of mcdonald ayam goreng. early morning staffs' body odor were very stinging. hope the supervisor can advise the staff to apply some deodorant. it surely ruins appetites.,3,en,prices,price,higher,False,Positive,YES,True,"ambiguous opinion word - verify; WRONG_CAT: food term mapped to price → should be food; MISSED: ""ayam goreng"" visible in review but not extracted",True,
ChdDSUhNMG9nS0VJQ0FnSUN5czhUSmlnRRAB,Raihana One Bistro,Good taste for food. But expect higher prices on the food n drinks. A pc of Fried Chicken price equal to almost a pc of mcDonald ayam goreng. Early morning staffs' body odor were very stinging. Hope the supervisor can advise the staff to apply some deodorant. It surely ruins appetites.,english,good taste for food. but expect higher prices on the food n drinks. a pc of fried chicken price equal to almost a pc of mcdonald ayam goreng. early morning staffs' body odor were very stinging. hope the supervisor can advise the staff to apply some deodorant. it surely ruins appetites.,3,en,taste,food,good,False,Positive,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUN5czhUSmlnRRAB,Raihana One Bistro,Good taste for food. But expect higher prices on the food n drinks. A pc of Fried Chicken price equal to almost a pc of mcDonald ayam goreng. Early morning staffs' body odor were very stinging. Hope the supervisor can advise the staff to apply some deodorant. It surely ruins appetites.,english,good taste for food. but expect higher prices on the food n drinks. a pc of fried chicken price equal to almost a pc of mcdonald ayam goreng. early morning staffs' body odor were very stinging. hope the supervisor can advise the staff to apply some deodorant. it surely ruins appetites.,3,en,morning,other,early,False,Positive,YES,True,ambiguous opinion word - verify; possibly noisy pair - verify extraction; NOISE: opinion word is descriptive not sentiment — likely noisy pair; NOISE: aspect is non-FnB term — likely noisy extraction,True,"NOISY_PAIR: opinion word ""early"" is descriptive not sentiment; NOISE_ASPECT: ""morning"" is not an FnB-relevant term"
ChdDSUhNMG9nS0VJQ0FnSUN5czhUSmlnRRAB,Raihana One Bistro,Good taste for food. But expect higher prices on the food n drinks. A pc of Fried Chicken price equal to almost a pc of mcDonald ayam goreng. Early morning staffs' body odor were very stinging. Hope the supervisor can advise the staff to apply some deodorant. It surely ruins appetites.,english,good taste for food. but expect higher prices on the food n drinks. a pc of fried chicken price equal to almost a pc of mcdonald ayam goreng. early morning staffs' body odor were very stinging. hope the supervisor can advise the staff to apply some deodorant. it surely ruins appetites.,3,en,morning body odor,other,stinging,False,Negative,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUN5czhUSmlnRRAB,Raihana One Bistro,Good taste for food. But expect higher prices on the food n drinks. A pc of Fried Chicken price equal to almost a pc of mcDonald ayam goreng. Early morning staffs' body odor were very stinging. Hope the supervisor can advise the staff to apply some deodorant. It surely ruins appetites.,english,good taste for food. but expect higher prices on the food n drinks. a pc of fried chicken price equal to almost a pc of mcdonald ayam goreng. early morning staffs' body odor were very stinging. hope the supervisor can advise the staff to apply some deodorant. it surely ruins appetites.,3,en,chicken price,price,equal,False,Positive,YES,True,ambiguous opinion word - verify; possibly noisy pair - verify extraction; WRONG_CAT: food term mapped to price → should be food; NOISE: opinion word is descriptive not sentiment — likely noisy pair,True,"NOISY_PAIR: opinion word ""equal"" is descriptive not sentiment; WRONG_CAT: food term ""chicken price"" → should be food, got price"
ChdDSUhNMG9nS0VJQ0FnSUN5czhUSmlnRRAB,Raihana One Bistro,Good taste for food. But expect higher prices on the food n drinks. A pc of Fried Chicken price equal to almost a pc of mcDonald ayam goreng. Early morning staffs' body odor were very stinging. Hope the supervisor can advise the staff to apply some deodorant. It surely ruins appetites.,english,good taste for food. but expect higher prices on the food n drinks. a pc of fried chicken price equal to almost a pc of mcdonald ayam goreng. early morning staffs' body odor were very stinging. hope the supervisor can advise the staff to apply some deodorant. it surely ruins appetites.,3,en,chicken price,other,equal,False,Positive,YES,True,ambiguous opinion word - verify; possibly noisy pair - verify extraction; WRONG_CAT: food term mapped to other → should be food; NOISE: opinion word is descriptive not sentiment — likely noisy pair,True,"NOISY_PAIR: opinion word ""equal"" is descriptive not sentiment; WRONG_CAT: food term ""chicken price"" → should be food, got other"
Ci9DQUlRQUNvZENodHljRjlvT2tGbFFrMUthRFJwYUZoWk9VUTJjR2hxYVZsd00yYxAB,Raihana One Bistro,The curry is no longer nice as compared as the first time,english,the curry is no longer nice as compared as the first time,3,en,time,price,first,False,Negative,NO,True,possibly noisy pair - verify extraction; NOISE: opinion word is descriptive not sentiment — likely noisy pair; NOISE: aspect is non-FnB term — likely noisy extraction,True,"NOISY_PAIR: opinion word ""first"" is descriptive not sentiment; NOISE_ASPECT: ""time"" is not an FnB-relevant term"
Ci9DQUlRQUNvZENodHljRjlvT2tGbFFrMUthRFJwYUZoWk9VUTJjR2hxYVZsd00yYxAB,Raihana One Bistro,The curry is no longer nice as compared as the first time,english,the curry is no longer nice as compared as the first time,3,en,curry,food,nice,False,Positive,NO,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNPb3J6LUtnEAE,Raihana One Bistro,"Lovely place!
Good food,
Just expensive!",english,"lovely place! good food, just expensive!",4,en,food,food,good,False,Positive,NO,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNPb3J6LUtnEAE,Raihana One Bistro,"Lovely place!
Good food,
Just expensive!",english,"lovely place! good food, just expensive!",4,en,food,food,expensive,False,Negative,NO,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNPb3J6LUtnEAE,Raihana One Bistro,"Lovely place!
Good food,
Just expensive!",english,"lovely place! good food, just expensive!",4,en,place,ambiance,lovely,False,Positive,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUR2cS1icW1nRRAB,Raihana One Bistro,Pls imlrove for delivery,english,pls imlrove for delivery,3,en,,,,False,Positive,NO,True,Delivery aspect not extracted ,True,NULL_PAIR: no extraction — manually identify missed aspect/opinion
ChZDSUhNMG9nS0VJQ0FnSURKaWY3ZlF3EAE,Raihana One Bistro,Maggi goreng was okay but the telur mata wasn't cooked properly. The egg white part was still uncooked :(,english,maggi goreng was okay but the telur mata wasn't cooked properly. the egg white part was still uncooked :(,2,en,part,other,white,False,Negative,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSURKaWY3ZlF3EAE,Raihana One Bistro,Maggi goreng was okay but the telur mata wasn't cooked properly. The egg white part was still uncooked :(,english,maggi goreng was okay but the telur mata wasn't cooked properly. the egg white part was still uncooked :(,2,en,part,other,uncooked,False,Negative,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSURKaWY3ZlF3EAE,Raihana One Bistro,Maggi goreng was okay but the telur mata wasn't cooked properly. The egg white part was still uncooked :(,english,maggi goreng was okay but the telur mata wasn't cooked properly. the egg white part was still uncooked :(,2,en,maggi goreng,food,okay,False,Positive,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUQyaXB5dmh3RRAB,Raihana One Bistro,Bad service.,english,bad service.,1,en,service,service,bad,False,Negative,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUNxeFpPbW1BRRAB,Raihana One Bistro,Delicious food,english,delicious food,5,en,food,food,delicious,False,Positive,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSURHNE9yZDd3RRAB,Raihana One Bistro,I'm really regular customer and my friends as well. If there's a lower than 1 star I would've given it. Very very rude staff. The Dirtiest restaurant I've ever seen in my life. Always waiting for them to clean the table when u ask them only u will wait 15-20 mins to only clean the table. Rude cashier too. I don't know why like you beg them or you come for free??? Come on guys behave yourself.,english,i'm really regular customer and my friends as well. if there's a lower than 1 star i would've given it. very very rude staff. the dirtiest restaurant i've ever seen in my life. always waiting for them to clean the table when u ask them only u will wait 15-20 mins to only clean the table. rude cashier too. i don't know why like you beg them or you come for free? come on guys behave yourself.,1,en,cashier,service,rude,False,Negative,NO,True,,False,
ChdDSUhNMG9nS0VJQ0FnSURHNE9yZDd3RRAB,Raihana One Bistro,I'm really regular customer and my friends as well. If there's a lower than 1 star I would've given it. Very very rude staff. The Dirtiest restaurant I've ever seen in my life. Always waiting for them to clean the table when u ask them only u will wait 15-20 mins to only clean the table. Rude cashier too. I don't know why like you beg them or you come for free??? Come on guys behave yourself.,english,i'm really regular customer and my friends as well. if there's a lower than 1 star i would've given it. very very rude staff. the dirtiest restaurant i've ever seen in my life. always waiting for them to clean the table when u ask them only u will wait 15-20 mins to only clean the table. rude cashier too. i don't know why like you beg them or you come for free? come on guys behave yourself.,1,en,customer,overall,regular,False,Negative,NO,True,,False,"NOISY_PAIR: opinion word ""regular"" is descriptive not sentiment"
ChdDSUhNMG9nS0VJQ0FnSUNlOGMtb29BRRAB,Raihana One Bistro,Timely packed food and waiter was good,english,timely packed food and waiter was good,5,en,food,food,good,False,Positive,NO,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,taste,service,much,False,Positive,NO,True,"possibly noisy pair - verify extraction; WRONG_CAT: food term mapped to service → should be food; MISSED: ""mee goreng"" visible in review but not extracted; MISSED: ""tandoori"" visible in review but not extracted",True,"NOISY_PAIR: opinion word ""much"" is descriptive not sentiment; WRONG_CAT: food term ""taste"" → should be food, got service"
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,downside,service,spice,False,Positive,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,downside,other,spice,False,Positive,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,taste,food,much,False,Positive,YES,True,possibly noisy pair - verify extraction,True,"NOISY_PAIR: opinion word ""much"" is descriptive not sentiment"
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,taste,other,much,False,Positive,YES,True,possibly noisy pair - verify extraction; WRONG_CAT: food term mapped to other → should be food,True,"NOISY_PAIR: opinion word ""much"" is descriptive not sentiment; WRONG_CAT: food term ""taste"" → should be food, got other"
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,staff,service,nice,False,Positive,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,staff,other,spicier,False,Positive,YES,True,"staff-related aspect mapped to wrong category; WRONG_CAT: staff/worker aspect → should be service, got other",True,"WRONG_CAT: staff term ""staff"" → should be service, got other"
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,staff,service,spicier,False,Positive,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUNKbDlyQ0VnEAE,Raihana One Bistro,"Nice staff, nice mee goreng mamak..nice crisp of Nan..however downside is the spice for the tandoori a bit spicier and too much of taste",english,"nice staff, nice mee goreng mamak..nice crisp of nan..however downside is the spice for the tandoori a bit spicier and too much of taste",4,en,staff,food,spicier,False,Positive,YES,True,"staff-related aspect mapped to wrong category; WRONG_CAT: staff/worker aspect → should be service, got food",True,"WRONG_CAT: staff term ""staff"" → should be service, got food"
ChdDSUhNMG9nS0VJQ0FnSUN4d1BtcnV3RRAB,Raihana One Bistro,"The food lookslike leftover, cold n stale. Ordered few things n the server forgotten. Too much hassle to repeat or ask. Just paid whatever and left. To hang out n just drink, ok plenty of seat but serous eating, just find somewhere else",english,"the food lookslike leftover, cold n stale. ordered few things n the server forgotten. too much hassle to repeat or ask. just paid whatever and left. to hang bad n just drink, ok plenty of seat but serous eating, just find somewhere else",2,en,things,price,few,False,Negative,YES,True,possibly noisy pair - verify extraction; NOISE: aspect is non-FnB term — likely noisy extraction,True,"NOISY_PAIR: opinion word ""few"" is descriptive not sentiment; NOISE_ASPECT: ""things"" is not an FnB-relevant term"
ChdDSUhNMG9nS0VJQ0FnSUN4d1BtcnV3RRAB,Raihana One Bistro,"The food lookslike leftover, cold n stale. Ordered few things n the server forgotten. Too much hassle to repeat or ask. Just paid whatever and left. To hang out n just drink, ok plenty of seat but serous eating, just find somewhere else",english,"the food lookslike leftover, cold n stale. ordered few things n the server forgotten. too much hassle to repeat or ask. just paid whatever and left. to hang bad n just drink, ok plenty of seat but serous eating, just find somewhere else",2,en,eating,food,serous,False,Negative,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUN4d1BtcnV3RRAB,Raihana One Bistro,"The food lookslike leftover, cold n stale. Ordered few things n the server forgotten. Too much hassle to repeat or ask. Just paid whatever and left. To hang out n just drink, ok plenty of seat but serous eating, just find somewhere else",english,"the food lookslike leftover, cold n stale. ordered few things n the server forgotten. too much hassle to repeat or ask. just paid whatever and left. to hang bad n just drink, ok plenty of seat but serous eating, just find somewhere else",2,en,hassle,price,much,False,Negative,YES,True,possibly noisy pair - verify extraction,True,"NOISY_PAIR: opinion word ""much"" is descriptive not sentiment"
ChdDSUhNMG9nS0VJQ0FnSUNkMFlQVm1BRRAB,Raihana One Bistro,Mamak paling best kat cyberjaya sebab harga murah dan makanan sedap,malay,mamak is the best at cyberjaya because the prices are cheap and the food is delicious,5,ms,food,food,delicious,True,Positive,YES,True,,False,
ChdDSUhNMG9nS0VJQ0FnSUNkMFlQVm1BRRAB,Raihana One Bistro,Mamak paling best kat cyberjaya sebab harga murah dan makanan sedap,malay,mamak is the best at cyberjaya because the prices are cheap and the food is delicious,5,ms,prices,price,cheap,True,Positive,YES,True,WRONG_CAT: food term mapped to price → should be food,False,
ChZDSUhNMG9nS0VJQ0FnSUNDN0tlSWRnEAE,Raihana One Bistro,"Tempat lepak , malam penuh",malay,"hangout, full night",4,ms,night,price,full,True,Positive,YES,True,possibly noisy pair - verify extraction; NOISE: aspect is non-FnB term — likely noisy extraction,True,"NOISE_ASPECT: ""night"" is not an FnB-relevant term"
ChZDSUhNMG9nS0VJQ0FnSUR1MmZDQklBEAE,Raihana One Bistro,"Saya bukan kaki makan mamak. Kalau boleh nak elak makan mamak. Tapi sini masakan dia okay. Nasi kandar boleh dikatakan sedap. Ayam bawang dia memang terbaik. Ayam goreng memang padu. Cuma bila harga ayam dah start naik ni, saiz ayam jadi kecil. Macam ayam dara pun ada haha.

Masakan panas kat sini sedap-sedap. Tapi selalu tukar tukang masak. Gilir-gilir kot. Kalau kena anney yang sedap, memang sedap la. Nasi goreng daging, nasi goreng kampung, mi goreng mamak ayam dia memang padu teruk. Kue tiaw goreng pun sedap.

Dulu petang lepas pukul 3 ada nasi lemak lauk sambal kerang, macam-macam. Yang tu sedap tapi sekarang sudah takde. Lepas pukul 3 ada masakan panas melayu, style thai.

Pergi waktu lunch memang kena beratur panjang la sikit especially pukul 1 ke 2. Harga okay la bagi kedai mamak.",malay,"I'm not a mamak. if you can, you want to avoid eating mamak. but here his cooking is okay. kandar rice can be said to be delicious. His onion chicken is the best. Fried chicken is awesome. only when the price of chicken already starts to rise, the size of the chicken becomes small. like a virgin chicken also there haha. hot food here is delicious. but always change the cook. alternate coats. if you have a delicious anney, it's really good fried meat rice, fried village rice, fried chicken mamak noodles, it's really awesome. fried tiaw cake is also delicious. last evening at 3 o'clock there was nasi lemak with sambal kerang side dishes, all kinds of things. that was good but now it's gone. after 3 o'clock there is Malay hot food, Thai style. go at lunch time, you have to queue a bit long, especially at 1 to 2 o'clock. the price is okay, give the mamak shop.",5,ms,food,food,hot,True,Positive,YES,True,"MISSED: ""nasi lemak"" visible in review but not extracted; MISSED: ""sambal"" visible in review but not extracted",False,
ChZDSUhNMG9nS0VJQ0FnSUR1MmZDQklBEAE,Raihana One Bistro,"Saya bukan kaki makan mamak. Kalau boleh nak elak makan mamak. Tapi sini masakan dia okay. Nasi kandar boleh dikatakan sedap. Ayam bawang dia memang terbaik. Ayam goreng memang padu. Cuma bila harga ayam dah start naik ni, saiz ayam jadi kecil. Macam ayam dara pun ada haha.

Masakan panas kat sini sedap-sedap. Tapi selalu tukar tukang masak. Gilir-gilir kot. Kalau kena anney yang sedap, memang sedap la. Nasi goreng daging, nasi goreng kampung, mi goreng mamak ayam dia memang padu teruk. Kue tiaw goreng pun sedap.

Dulu petang lepas pukul 3 ada nasi lemak lauk sambal kerang, macam-macam. Yang tu sedap tapi sekarang sudah takde. Lepas pukul 3 ada masakan panas melayu, style thai.

Pergi waktu lunch memang kena beratur panjang la sikit especially pukul 1 ke 2. Harga okay la bagi kedai mamak.",malay,"I'm not a mamak. if you can, you want to avoid eating mamak. but here his cooking is okay. kandar rice can be said to be delicious. His onion chicken is the best. Fried chicken is awesome. only when the price of chicken already starts to rise, the size of the chicken becomes small. like a virgin chicken also there haha. hot food here is delicious. but always change the cook. alternate coats. if you have a delicious anney, it's really good fried meat rice, fried village rice, fried chicken mamak noodles, it's really awesome. fried tiaw cake is also delicious. last evening at 3 o'clock there was nasi lemak with sambal kerang side dishes, all kinds of things. that was good but now it's gone. after 3 o'clock there is Malay hot food, Thai style. go at lunch time, you have to queue a bit long, especially at 1 to 2 o'clock. the price is okay, give the mamak shop.",5,ms,meat rice,food,good,True,Positive,YES,True,,False,
ChZDSUhNMG9nS0VJQ0FnSUR1MmZDQklBEAE,Raihana One Bistro,"Saya bukan kaki makan mamak. Kalau boleh nak elak makan mamak. Tapi sini masakan dia okay. Nasi kandar boleh dikatakan sedap. Ayam bawang dia memang terbaik. Ayam goreng memang padu. Cuma bila harga ayam dah start naik ni, saiz ayam jadi kecil. Macam ayam dara pun ada haha.

Masakan panas kat sini sedap-sedap. Tapi selalu tukar tukang masak. Gilir-gilir kot. Kalau kena anney yang sedap, memang sedap la. Nasi goreng daging, nasi goreng kampung, mi goreng mamak ayam dia memang padu teruk. Kue tiaw goreng pun sedap.

Dulu petang lepas pukul 3 ada nasi lemak lauk sambal kerang, macam-macam. Yang tu sedap tapi sekarang sudah takde. Lepas pukul 3 ada masakan panas melayu, style thai.

Pergi waktu lunch memang kena beratur panjang la sikit especially pukul 1 ke 2. Harga okay la bagi kedai mamak.",malay,"I'm not a mamak. if you can, you want to avoid eating mamak. but here his cooking is okay. kandar rice can be said to be delicious. His onion chicken is the best. Fried chicken is awesome. only when the price of chicken already starts to rise, the size of the chicken becomes small. like a virgin chicken also there haha. hot food here is delicious. but always change the cook. alternate coats. if you have a delicious anney, it's really good fried meat rice, fried village rice, fried chicken mamak noodles, it's really awesome. fried tiaw cake is also delicious. last evening at 3 o'clock there was nasi lemak with sambal kerang side dishes, all kinds of things. that was good but now it's gone. after 3 o'clock there is Malay hot food, Thai style. go at lunch time, you have to queue a bit long, especially at 1 to 2 o'clock. the price is okay, give the mamak shop.",5,ms,fried chicken,food,awesome,True,Positive,YES,True,,False,
